"","sample","species","count","perc16s2","species_name","common","sample.y","site","Collection.Date","day","month","year"
"409","21MD0091","SQUACA",665,1.58303180346601,"Squalus acanthias","Spiny_Dogfish","EJ_046","Tatoosh Cut",44215,19,1,2021
"410","21MD0093","ONCTSH",1294,7.39682176746313,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_048","Tatoosh Cut",44215,19,1,2021
"411","21MD0093","CLUPAL",11894,67.9890248085058,"Clupea pallasii","Pacific_Herring","EJ_048","Tatoosh Cut",44215,19,1,2021
"412","21MD0093","THECHA",1030,5.88773293700697,"Gadus_chalcogrammus","Walleye_Pollock","EJ_048","Tatoosh Cut",44215,19,1,2021
"413","21MD0093","SEBELO",756,4.32148165085172,"Sebastes elongatus","Green_Striped_Rockfish","EJ_048","Tatoosh Cut",44215,19,1,2021
"414","21MD0093","SEBAST",1262,7.21390190922602,"Sebastes sp.","Sebastes sp.","EJ_048","Tatoosh Cut",44215,19,1,2021
"415","21MD0093","SQUACA",1258,7.19103692694638,"Squalus acanthias","Spiny_Dogfish","EJ_048","Tatoosh Cut",44215,19,1,2021
"416","21MD0094","SEBAST",1686,3.02367288378766,"Sebastes sp.","Sebastes sp.","EJ_049","Tatoosh Cut",44215,19,1,2021
"417","21MD0094","CLUPAL",45824,82.180774748924,"Clupea pallasii","Pacific_Herring","EJ_049","Tatoosh Cut",44215,19,1,2021
"418","21MD0094","THECHA",7511,13.4702295552367,"Gadus_chalcogrammus","Walleye_Pollock","EJ_049","Tatoosh Cut",44215,19,1,2021
"419","21MD0094","RAJBIN",739,1.32532281205165,"Raja binoculata","Big_Skate","EJ_049","Tatoosh Cut",44215,19,1,2021
"420","21MD0095","CLUPAL",12122,57.4584064084941,"Clupea pallasii","Pacific_Herring","EJ_050","Tatoosh Cut",44215,19,1,2021
"421","21MD0095","OPHELO",6987,33.1184528605963,"Ophiodon elongatus","Lingcod","EJ_050","Tatoosh Cut",44215,19,1,2021
"422","21MD0095","RAJRHI",1988,9.42314073090961,"Raja rhina","Longnose_Skate","EJ_050","Tatoosh Cut",44215,19,1,2021
"423","21MD0096","THECHA",995,23.5280208087018,"Gadus_chalcogrammus","Walleye_Pollock","EJ_051","Tatoosh Cut",44215,19,1,2021
"424","21MD0096","ONCTSH",1365,32.2771340742492,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_051","Tatoosh Cut",44215,19,1,2021
"425","21MD0096","CLUPAL",716,16.9307164814377,"Clupea pallasii","Pacific_Herring","EJ_051","Tatoosh Cut",44215,19,1,2021
"426","21MD0096","ALOSAP",1015,24.0009458500828,"Alosa sapidissima","American_Shad","EJ_051","Tatoosh Cut",44215,19,1,2021
"427","21MD0096","ONCKIS",138,3.26318278552849,"Oncorhynchus kisutch","Coho_Salmon","EJ_051","Tatoosh Cut",44215,19,1,2021
"428","21MD0097","BATINT",4,5.12820512820513,"Bathyraja interrupta","Sandpaper_skate","EJ_052","Tatoosh Cut",44215,19,1,2021
"429","21MD0097","SEBAST",3,3.84615384615385,"Sebastes sp.","Sebastes sp.","EJ_052","Tatoosh Cut",44215,19,1,2021
"430","21MD0097","ALOSAP",22,28.2051282051282,"Alosa sapidissima","American_Shad","EJ_052","Tatoosh Cut",44215,19,1,2021
"431","21MD0097","HYDCOL",1,1.28205128205128,"Hydrolagus colliei","Spotted_Ratfish","EJ_052","Tatoosh Cut",44215,19,1,2021
"432","21MD0097","THECHA",36,46.1538461538462,"Gadus_chalcogrammus","Walleye_Pollock","EJ_052","Tatoosh Cut",44215,19,1,2021
"433","21MD0097","LEPHEX",12,15.3846153846154,"Leptasterias hexactis","Six_Rayed_Starfish","EJ_052","Tatoosh Cut",44215,19,1,2021
"434","21MD0098","CLUPAL",13664,39.2846874820309,"Clupea pallasii","Pacific_Herring","EJ_053","Tatoosh Cut",44215,19,1,2021
"435","21MD0098","THECHA",1110,3.19130584785234,"Gadus_chalcogrammus","Walleye_Pollock","EJ_053","Tatoosh Cut",44215,19,1,2021
"436","21MD0098","ALOSAP",20008,57.5240066701167,"Alosa sapidissima","American_Shad","EJ_053","Tatoosh Cut",44215,19,1,2021
"437","21MD0099","ALOSAP",10676,29.1049862326545,"Alosa sapidissima","American_Shad","EJ_054","Tatoosh Cut",44215,19,1,2021
"438","21MD0099","SEBALA",10078,27.4747144298138,"Sebastolobus alascanus","Shortspine_Thornyhead","EJ_054","Tatoosh Cut",44215,19,1,2021
"439","21MD0099","MICPAC",6652,18.1347291513318,"Microstomus pacificus","Dover_Sole","EJ_054","Tatoosh Cut",44215,19,1,2021
"440","21MD0099","SQUACA",9275,25.2855701861999,"Squalus acanthias","Spiny_Dogfish","EJ_054","Tatoosh Cut",44215,19,1,2021
"441","21MD0101","ONCTSH",172,1.92587616168402,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_056","Tatoosh Cut",44216,20,1,2021
"442","21MD0101","GADMAC",179,2.00425484268279,"Gadus macrocephalus","Pacific_Cod","EJ_056","Tatoosh Cut",44216,20,1,2021
"443","21MD0101","CLUPAL",3691,41.3279587952077,"Clupea pallasii","Pacific_Herring","EJ_056","Tatoosh Cut",44216,20,1,2021
"444","21MD0101","ALOSAP",4019,45.0005598477214,"Alosa sapidissima","American_Shad","EJ_056","Tatoosh Cut",44216,20,1,2021
"445","21MD0101","ONCKIS",160,1.79151270854328,"Oncorhynchus kisutch","Coho_Salmon","EJ_056","Tatoosh Cut",44216,20,1,2021
"446","21MD0101","SQUACA",710,7.94983764416079,"Squalus acanthias","Spiny_Dogfish","EJ_056","Tatoosh Cut",44216,20,1,2021
"447","21MD0102","ALOSAP",5753,3.76613684568855,"Alosa sapidissima","American_Shad","EJ_057","Tatoosh Cut",44216,20,1,2021
"448","21MD0102","CLUPAL",147003,96.2338631543115,"Clupea pallasii","Pacific_Herring","EJ_057","Tatoosh Cut",44216,20,1,2021
"449","21MD0103","GADMAC",35665,31.6836344899881,"Gadus macrocephalus","Pacific_Cod","EJ_058","Tatoosh Cut",44216,20,1,2021
"450","21MD0103","THECHA",1227,1.09002718405202,"Gadus_chalcogrammus","Walleye_Pollock","EJ_058","Tatoosh Cut",44216,20,1,2021
"451","21MD0103","CLUPAL",2349,2.08677575822184,"Clupea pallasii","Pacific_Herring","EJ_058","Tatoosh Cut",44216,20,1,2021
"452","21MD0103","RAJRHI",1413,1.2552635787005,"Raja rhina","Longnose_Skate","EJ_058","Tatoosh Cut",44216,20,1,2021
"453","21MD0103","ONCTSH",26807,23.8144732867829,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_058","Tatoosh Cut",44216,20,1,2021
"454","21MD0103","OPHELO",9107,8.09036476378303,"Ophiodon elongatus","Lingcod","EJ_058","Tatoosh Cut",44216,20,1,2021
"455","21MD0103","SEBAST",35998,31.9794609384717,"Sebastes sp.","Sebastes sp.","EJ_058","Tatoosh Cut",44216,20,1,2021
"456","21MD0104","THECHA",49,1.60708428993112,"Gadus_chalcogrammus","Walleye_Pollock","EJ_059","Tatoosh Cut",44216,20,1,2021
"457","21MD0104","ALOSAP",37,1.21351262709085,"Alosa sapidissima","American_Shad","EJ_059","Tatoosh Cut",44216,20,1,2021
"458","21MD0104","CLUPAL",2963,97.179403082978,"Clupea pallasii","Pacific_Herring","EJ_059","Tatoosh Cut",44216,20,1,2021
"459","21MD0105","ALOSAP",29710,48.4018116060083,"Alosa sapidissima","American_Shad","EJ_060","Tatoosh Cut",44216,20,1,2021
"460","21MD0105","SQUACA",5061,8.24508813658727,"Squalus acanthias","Spiny_Dogfish","EJ_060","Tatoosh Cut",44216,20,1,2021
"461","21MD0105","SEBAST",22151,36.087126519175,"Sebastes sp.","Sebastes sp.","EJ_060","Tatoosh Cut",44216,20,1,2021
"462","21MD0105","THECHA",1834,2.98784659998045,"Gadus_chalcogrammus","Walleye_Pollock","EJ_060","Tatoosh Cut",44216,20,1,2021
"463","21MD0105","HYDCOL",1036,1.68779120914926,"Hydrolagus colliei","Spotted_Ratfish","EJ_060","Tatoosh Cut",44216,20,1,2021
"464","21MD0105","MICPAC",1590,2.59033592909974,"Microstomus pacificus","Dover_Sole","EJ_060","Tatoosh Cut",44216,20,1,2021
"465","21MD0106","CLUPAL",140670,100,"Clupea pallasii","Pacific_Herring","EJ_061","Tatoosh Cut",44216,20,1,2021
"466","21MD0107","SEBAST",6923,11.7972837107851,"Sebastes sp.","Sebastes sp.","EJ_062","Tatoosh Cut",44230,3,2,2021
"467","21MD0107","ALOSAP",37656,64.1684985430193,"Alosa sapidissima","American_Shad","EJ_062","Tatoosh Cut",44230,3,2,2021
"468","21MD0107","THECHA",2509,4.275514203432,"Gadus_chalcogrammus","Walleye_Pollock","EJ_062","Tatoosh Cut",44230,3,2,2021
"469","21MD0107","OPHELO",11595,19.7587035427637,"Ophiodon elongatus","Lingcod","EJ_062","Tatoosh Cut",44230,3,2,2021
"470","21MD0108","THECHA",5102,2.74910015733776,"Gadus_chalcogrammus","Walleye_Pollock","EJ_063","Tatoosh Cut",44230,3,2,2021
"471","21MD0108","ALOSAP",81116,43.7075672996099,"Alosa sapidissima","American_Shad","EJ_063","Tatoosh Cut",44230,3,2,2021
"472","21MD0108","CLUPAL",64628,34.8233722007888,"Clupea pallasii","Pacific_Herring","EJ_063","Tatoosh Cut",44230,3,2,2021
"473","21MD0108","SQUACA",30946,16.6745694764748,"Squalus acanthias","Spiny_Dogfish","EJ_063","Tatoosh Cut",44230,3,2,2021
"474","21MD0108","ONCTSH",3796,2.04539086578874,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_063","Tatoosh Cut",44230,3,2,2021
"475","21MD0109","OPHELO",21140,5.03499967846502,"Ophiodon elongatus","Lingcod","EJ_064","Tatoosh Cut",44230,3,2,2021
"476","21MD0109","SEBAST",83416,19.8675275865108,"Sebastes sp.","Sebastes sp.","EJ_064","Tatoosh Cut",44230,3,2,2021
"477","21MD0109","HYDCOL",31330,7.46199337399758,"Hydrolagus colliei","Spotted_Ratfish","EJ_064","Tatoosh Cut",44230,3,2,2021
"478","21MD0109","ALOSAP",179681,42.7953537003913,"Alosa sapidissima","American_Shad","EJ_064","Tatoosh Cut",44230,3,2,2021
"479","21MD0109","SEBELO",8086,1.92587546830975,"Sebastes elongatus","Green_Striped_Rockfish","EJ_064","Tatoosh Cut",44230,3,2,2021
"480","21MD0109","ONCTSH",4863,1.15824046529685,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_064","Tatoosh Cut",44230,3,2,2021
"481","21MD0109","SEBPIN",35710,8.50519576717056,"Sebastes pinniger","Canary_Rockfish","EJ_064","Tatoosh Cut",44230,3,2,2021
"482","21MD0109","THECHA",15972,3.80411612414585,"Gadus_chalcogrammus","Walleye_Pollock","EJ_064","Tatoosh Cut",44230,3,2,2021
"483","21MD0109","GADMAC",39663,9.44669783571229,"Gadus macrocephalus","Pacific_Cod","EJ_064","Tatoosh Cut",44230,3,2,2021
"484","21MD0110","HEMSPI",168,3.91517128874388,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_065","Tatoosh Cut",44230,3,2,2021
"485","21MD0110","PARVET",54,1.25844791423911,"Parophrys vetulus","English_Sole","EJ_065","Tatoosh Cut",44230,3,2,2021
"486","21MD0110","ALOSAP",2516,58.6343509671405,"Alosa sapidissima","American_Shad","EJ_065","Tatoosh Cut",44230,3,2,2021
"487","21MD0110","ONCKIS",1290,30.062922395712,"Oncorhynchus kisutch","Coho_Salmon","EJ_065","Tatoosh Cut",44230,3,2,2021
"488","21MD0110","THECHA",263,6.12910743416453,"Gadus_chalcogrammus","Walleye_Pollock","EJ_065","Tatoosh Cut",44230,3,2,2021
"489","21MD0111","SQUACA",1804,9.07535969413422,"Squalus acanthias","Spiny_Dogfish","EJ_066","Tatoosh Cut",44230,3,2,2021
"490","21MD0111","THECHA",529,2.66123352449945,"Gadus_chalcogrammus","Walleye_Pollock","EJ_066","Tatoosh Cut",44230,3,2,2021
"491","21MD0111","MICPAC",1380,6.94234832478117,"Microstomus pacificus","Dover_Sole","EJ_066","Tatoosh Cut",44230,3,2,2021
"492","21MD0111","BATINT",1382,6.95240969916491,"Bathyraja interrupta","Sandpaper_skate","EJ_066","Tatoosh Cut",44230,3,2,2021
"493","21MD0111","OPHELO",12869,64.7399134721803,"Ophiodon elongatus","Lingcod","EJ_066","Tatoosh Cut",44230,3,2,2021
"494","21MD0111","ALOSAP",1914,9.62873528523996,"Alosa sapidissima","American_Shad","EJ_066","Tatoosh Cut",44230,3,2,2021
"495","21MD0112","SQUACA",31698,25.0743576762435,"Squalus acanthias","Spiny_Dogfish","EJ_067","Tatoosh Cut",44230,3,2,2021
"496","21MD0112","ALOSAP",83356,65.937855967599,"Alosa sapidissima","American_Shad","EJ_067","Tatoosh Cut",44230,3,2,2021
"497","21MD0112","THECHA",1766,1.39697506644729,"Gadus_chalcogrammus","Walleye_Pollock","EJ_067","Tatoosh Cut",44230,3,2,2021
"498","21MD0112","ONCKIS",9596,7.59081128971016,"Oncorhynchus kisutch","Coho_Salmon","EJ_067","Tatoosh Cut",44230,3,2,2021
"499","21MD0113","BATINT",8,8.88888888888889,"Bathyraja interrupta","Sandpaper_skate","EJ_068","Tatoosh Cut",44230,3,2,2021
"500","21MD0113","OPHELO",31,34.4444444444444,"Ophiodon elongatus","Lingcod","EJ_068","Tatoosh Cut",44230,3,2,2021
"501","21MD0113","ONCKIS",16,17.7777777777778,"Oncorhynchus kisutch","Coho_Salmon","EJ_068","Tatoosh Cut",44230,3,2,2021
"502","21MD0113","THAPAC",4,4.44444444444444,"Thaleichthys pacificus","Eulachon","EJ_068","Tatoosh Cut",44230,3,2,2021
"503","21MD0113","HYDCOL",2,2.22222222222222,"Hydrolagus colliei","Spotted_Ratfish","EJ_068","Tatoosh Cut",44230,3,2,2021
"504","21MD0113","ALOSAP",12,13.3333333333333,"Alosa sapidissima","American_Shad","EJ_068","Tatoosh Cut",44230,3,2,2021
"505","21MD0113","ONCTSH",17,18.8888888888889,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_068","Tatoosh Cut",44230,3,2,2021
"506","21MD0114","HYDCOL",1553,3.04348678150783,"Hydrolagus colliei","Spotted_Ratfish","EJ_069","Tatoosh Cut",44230,3,2,2021
"507","21MD0114","ENTDOF",3787,7.42156113430145,"Enteroctopus dofleini","Giant_Pacific_Octopus","EJ_069","Tatoosh Cut",44230,3,2,2021
"508","21MD0114","ALOSAP",7516,14.7294569541615,"Alosa sapidissima","American_Shad","EJ_069","Tatoosh Cut",44230,3,2,2021
"509","21MD0114","SEBAST",622,1.2189625100437,"Sebastes sp.","Sebastes sp.","EJ_069","Tatoosh Cut",44230,3,2,2021
"510","21MD0114","HEMSPI",35054,68.6969643522057,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_069","Tatoosh Cut",44230,3,2,2021
"511","21MD0114","ONCTSH",1873,3.6706057577361,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_069","Tatoosh Cut",44230,3,2,2021
"512","21MD0114","GLYZAC",622,1.2189625100437,"Glyptocephalus zachirus","Rex_sole","EJ_069","Tatoosh Cut",44230,3,2,2021
"513","21MD0115","OPHELO",45259,98.5734198719345,"Ophiodon elongatus","Lingcod","EJ_070","Tatoosh Cut",44230,3,2,2021
"514","21MD0115","ALOSAP",655,1.42658012806551,"Alosa sapidissima","American_Shad","EJ_070","Tatoosh Cut",44230,3,2,2021
"515","21MD0116","ONCTSH",3227,2.81656949341899,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_071","Tatoosh Cut",44230,3,2,2021
"516","21MD0116","THECHA",4611,4.02454351848619,"Gadus_chalcogrammus","Walleye_Pollock","EJ_071","Tatoosh Cut",44230,3,2,2021
"517","21MD0116","SQUACA",2247,1.96121216353036,"Squalus acanthias","Spiny_Dogfish","EJ_071","Tatoosh Cut",44230,3,2,2021
"518","21MD0116","ALOSAP",29267,25.5446356876026,"Alosa sapidissima","American_Shad","EJ_071","Tatoosh Cut",44230,3,2,2021
"519","21MD0116","SEBAST",5717,4.98987536221764,"Sebastes sp.","Sebastes sp.","EJ_071","Tatoosh Cut",44230,3,2,2021
"520","21MD0116","RAJRHI",3319,2.89686834479629,"Raja rhina","Longnose_Skate","EJ_071","Tatoosh Cut",44230,3,2,2021
"521","21MD0116","CLUPAL",1549,1.35198826938519,"Clupea pallasii","Pacific_Herring","EJ_071","Tatoosh Cut",44230,3,2,2021
"522","21MD0116","OPHELO",50089,43.7183605069301,"Ophiodon elongatus","Lingcod","EJ_071","Tatoosh Cut",44230,3,2,2021
"523","21MD0116","ONCKIS",1426,1.24463219634815,"Oncorhynchus kisutch","Coho_Salmon","EJ_071","Tatoosh Cut",44230,3,2,2021
"524","21MD0116","GADMAC",13120,11.4513144572845,"Gadus macrocephalus","Pacific_Cod","EJ_071","Tatoosh Cut",44230,3,2,2021
"525","21MD0117","SEBAST",6488,12.1019939937699,"Sebastes sp.","Sebastes sp.","EJ_072","Tatoosh Cut",44230,3,2,2021
"526","21MD0117","ALOSAP",42135,78.5939452724254,"Alosa sapidissima","American_Shad","EJ_072","Tatoosh Cut",44230,3,2,2021
"527","21MD0117","ONCKIS",1632,3.04415138684225,"Oncorhynchus kisutch","Coho_Salmon","EJ_072","Tatoosh Cut",44230,3,2,2021
"528","21MD0117","SQUACA",1110,2.07047061237433,"Squalus acanthias","Spiny_Dogfish","EJ_072","Tatoosh Cut",44230,3,2,2021
"529","21MD0117","THECHA",2246,4.18943873458805,"Gadus_chalcogrammus","Walleye_Pollock","EJ_072","Tatoosh Cut",44230,3,2,2021
"530","21MD0118","PARVET",10706,10.5990555297053,"Parophrys vetulus","English_Sole","EJ_073","Tatoosh Cut",44230,3,2,2021
"531","21MD0118","ALOSAP",58493,57.9087012048431,"Alosa sapidissima","American_Shad","EJ_073","Tatoosh Cut",44230,3,2,2021
"532","21MD0118","BATINT",26312,26.0491639358869,"Bathyraja interrupta","Sandpaper_skate","EJ_073","Tatoosh Cut",44230,3,2,2021
"533","21MD0118","SQUACA",5498,5.44307932956469,"Squalus acanthias","Spiny_Dogfish","EJ_073","Tatoosh Cut",44230,3,2,2021
"534","21MD0119","SEBENT",582,7.63879774248589,"Sebastes entomelas","Widow_Rockfish","EJ_074","Tatoosh Cut",44230,3,2,2021
"535","21MD0119","ALOSAP",5176,67.9354245964037,"Alosa sapidissima","American_Shad","EJ_074","Tatoosh Cut",44230,3,2,2021
"536","21MD0119","SQUACA",1020,13.387583672398,"Squalus acanthias","Spiny_Dogfish","EJ_074","Tatoosh Cut",44230,3,2,2021
"537","21MD0119","SEBAST",558,7.32379577372359,"Sebastes sp.","Sebastes sp.","EJ_074","Tatoosh Cut",44230,3,2,2021
"538","21MD0119","THECHA",283,3.71439821498884,"Gadus_chalcogrammus","Walleye_Pollock","EJ_074","Tatoosh Cut",44230,3,2,2021
"539","21MD0120","THECHA",10084,6.15613782325218,"Gadus_chalcogrammus","Walleye_Pollock","EJ_076","Tatoosh Cut",44230,3,2,2021
"540","21MD0120","OPHELO",2730,1.66662596761984,"Ophiodon elongatus","Lingcod","EJ_076","Tatoosh Cut",44230,3,2,2021
"541","21MD0120","ALOSAP",105193,64.2188224951772,"Alosa sapidissima","American_Shad","EJ_076","Tatoosh Cut",44230,3,2,2021
"542","21MD0120","HYDCOL",2585,1.57810554076824,"Hydrolagus colliei","Spotted_Ratfish","EJ_076","Tatoosh Cut",44230,3,2,2021
"543","21MD0120","SQUACA",43212,26.3803081731826,"Squalus acanthias","Spiny_Dogfish","EJ_076","Tatoosh Cut",44230,3,2,2021
"544","21MD0121","THECHA",11899,12.7655237523066,"Gadus_chalcogrammus","Walleye_Pollock","EJ_077","Tatoosh Cut",44230,3,2,2021
"545","21MD0121","ONCKIS",11202,12.0177659528816,"Oncorhynchus kisutch","Coho_Salmon","EJ_077","Tatoosh Cut",44230,3,2,2021
"546","21MD0121","SQUACA",5706,6.12152941681329,"Squalus acanthias","Spiny_Dogfish","EJ_077","Tatoosh Cut",44230,3,2,2021
"547","21MD0121","ALOSAP",56964,61.1123031369352,"Alosa sapidissima","American_Shad","EJ_077","Tatoosh Cut",44230,3,2,2021
"548","21MD0121","SEBAST",7441,7.98287774106338,"Sebastes sp.","Sebastes sp.","EJ_077","Tatoosh Cut",44230,3,2,2021
"549","21MD0122","CLUPAL",11515,98.3935742971888,"Clupea pallasii","Pacific_Herring","EJ_078","Tatoosh Cut",44255,28,2,2021
"550","21MD0122","ALOSAP",188,1.60642570281124,"Alosa sapidissima","American_Shad","EJ_078","Tatoosh Cut",44255,28,2,2021
"551","21MD0123","THECHA",2179,13.6221555388847,"Gadus_chalcogrammus","Walleye_Pollock","EJ_079","Tatoosh Cut",44255,28,2,2021
"552","21MD0123","ALOSAP",6576,41.1102775693924,"Alosa sapidissima","American_Shad","EJ_079","Tatoosh Cut",44255,28,2,2021
"553","21MD0123","SEBAST",3804,23.7809452363091,"Sebastes sp.","Sebastes sp.","EJ_079","Tatoosh Cut",44255,28,2,2021
"554","21MD0123","CLUPAL",1214,7.58939734933733,"Clupea pallasii","Pacific_Herring","EJ_079","Tatoosh Cut",44255,28,2,2021
"555","21MD0123","SQUACA",2223,13.8972243060765,"Squalus acanthias","Spiny_Dogfish","EJ_079","Tatoosh Cut",44255,28,2,2021
"556","21MD0125","CLUPAL",1745,41.3801280531183,"Clupea pallasii","Pacific_Herring","EJ_080","Tatoosh Cut",44255,28,2,2021
"557","21MD0125","STRPUR",2472,58.6198719468817,"Strongylocentrotus purpuratus","Pacific_Purple_Sea_Urchin","EJ_080","Tatoosh Cut",44255,28,2,2021
"558","21MD0126","SEBAST",14264,78.3736263736264,"Sebastes sp.","Sebastes sp.","EJ_081","Tatoosh Cut",44255,28,2,2021
"559","21MD0126","SEBENT",624,3.42857142857143,"Sebastes entomelas","Widow_Rockfish","EJ_081","Tatoosh Cut",44255,28,2,2021
"560","21MD0126","RAJBIN",3312,18.1978021978022,"Raja binoculata","Big_Skate","EJ_081","Tatoosh Cut",44255,28,2,2021
"561","21MD0127","ONCKIS",96,4.86322188449848,"Oncorhynchus kisutch","Coho_Salmon","EJ_082","Tatoosh Cut",44255,28,2,2021
"562","21MD0127","TRITRI",38,1.92502532928065,"Trichodon trichodon","Pacific_Sandfish","EJ_082","Tatoosh Cut",44255,28,2,2021
"563","21MD0127","SQUACA",98,4.9645390070922,"Squalus acanthias","Spiny_Dogfish","EJ_082","Tatoosh Cut",44255,28,2,2021
"564","21MD0127","THECHA",206,10.435663627153,"Gadus_chalcogrammus","Walleye_Pollock","EJ_082","Tatoosh Cut",44255,28,2,2021
"565","21MD0127","ALOSAP",899,45.5420466058764,"Alosa sapidissima","American_Shad","EJ_082","Tatoosh Cut",44255,28,2,2021
"566","21MD0127","GADMAC",143,7.24417426545086,"Gadus macrocephalus","Pacific_Cod","EJ_082","Tatoosh Cut",44255,28,2,2021
"567","21MD0127","ONCGOR",28,1.41843971631206,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_082","Tatoosh Cut",44255,28,2,2021
"568","21MD0127","ONCTSH",111,5.62310030395137,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_082","Tatoosh Cut",44255,28,2,2021
"569","21MD0127","STRPUR",22,1.1144883485309,"Strongylocentrotus purpuratus","Pacific_Purple_Sea_Urchin","EJ_082","Tatoosh Cut",44255,28,2,2021
"570","21MD0127","CLUPAL",333,16.8693009118541,"Clupea pallasii","Pacific_Herring","EJ_082","Tatoosh Cut",44255,28,2,2021
"571","21MD0128","ALOSAP",15384,44.2654082983254,"Alosa sapidissima","American_Shad","EJ_083","Tatoosh Cut",44255,28,2,2021
"572","21MD0128","THECHA",448,1.28906025205732,"Gadus_chalcogrammus","Walleye_Pollock","EJ_083","Tatoosh Cut",44255,28,2,2021
"573","21MD0128","ONCKIS",13644,39.258790355067,"Oncorhynchus kisutch","Coho_Salmon","EJ_083","Tatoosh Cut",44255,28,2,2021
"574","21MD0128","CLUPAL",5278,15.1867410945503,"Clupea pallasii","Pacific_Herring","EJ_083","Tatoosh Cut",44255,28,2,2021
"575","21MD0129","SEBAST",197201,96.906573102174,"Sebastes sp.","Sebastes sp.","EJ_084","Tatoosh Cut",44255,28,2,2021
"576","21MD0129","HYDCOL",6295,3.093426897826,"Hydrolagus colliei","Spotted_Ratfish","EJ_084","Tatoosh Cut",44255,28,2,2021
"577","21MD0130","HYDCOL",409,3.5240392900224,"Hydrolagus colliei","Spotted_Ratfish","EJ_085","Tatoosh Cut",44255,28,2,2021
"578","21MD0130","SEBAST",9787,84.3270722040324,"Sebastes sp.","Sebastes sp.","EJ_085","Tatoosh Cut",44255,28,2,2021
"579","21MD0130","OPHELO",603,5.19558848871273,"Ophiodon elongatus","Lingcod","EJ_085","Tatoosh Cut",44255,28,2,2021
"580","21MD0130","CLUPAL",314,2.70549715664312,"Clupea pallasii","Pacific_Herring","EJ_085","Tatoosh Cut",44255,28,2,2021
"581","21MD0130","ALOSAP",493,4.24780286058935,"Alosa sapidissima","American_Shad","EJ_085","Tatoosh Cut",44255,28,2,2021
"582","21MD0131","THECHA",2014,4.71033982739668,"Gadus_chalcogrammus","Walleye_Pollock","EJ_086","Tatoosh Cut",44255,28,2,2021
"583","21MD0131","ONCKIS",1592,3.72336693406927,"Oncorhynchus kisutch","Coho_Salmon","EJ_086","Tatoosh Cut",44255,28,2,2021
"584","21MD0131","CLUPAL",39151,91.566293238534,"Clupea pallasii","Pacific_Herring","EJ_086","Tatoosh Cut",44255,28,2,2021
"585","21MD0132","HEMSPI",7,8.75,"Hemilepidotus spinosus","Brown_Irish_Lord","EJ_087","Tatoosh Cut",44255,28,2,2021
"586","21MD0132","ENTDOF",35,43.75,"Enteroctopus dofleini","Giant_Pacific_Octopus","EJ_087","Tatoosh Cut",44255,28,2,2021
"587","21MD0132","BATINT",18,22.5,"Bathyraja interrupta","Sandpaper_skate","EJ_087","Tatoosh Cut",44255,28,2,2021
"588","21MD0132","ALOSAP",18,22.5,"Alosa sapidissima","American_Shad","EJ_087","Tatoosh Cut",44255,28,2,2021
"589","21MD0132","THECHA",2,2.5,"Gadus_chalcogrammus","Walleye_Pollock","EJ_087","Tatoosh Cut",44255,28,2,2021
"590","21MD0133","ALOSAP",170,49.5626822157434,"Alosa sapidissima","American_Shad","EJ_088","Tatoosh Cut",44255,28,2,2021
"591","21MD0133","THECHA",39,11.3702623906706,"Gadus_chalcogrammus","Walleye_Pollock","EJ_088","Tatoosh Cut",44255,28,2,2021
"592","21MD0133","ONCKIS",62,18.0758017492711,"Oncorhynchus kisutch","Coho_Salmon","EJ_088","Tatoosh Cut",44255,28,2,2021
"593","21MD0133","SEBAST",13,3.79008746355685,"Sebastes sp.","Sebastes sp.","EJ_088","Tatoosh Cut",44255,28,2,2021
"594","21MD0133","CLUPAL",59,17.201166180758,"Clupea pallasii","Pacific_Herring","EJ_088","Tatoosh Cut",44255,28,2,2021
"595","21MD0134","THECHA",1424,1.30105070808588,"Gadus_chalcogrammus","Walleye_Pollock","EJ_089","Tatoosh Cut",44255,28,2,2021
"596","21MD0134","SEBAST",78842,72.0347190497944,"Sebastes sp.","Sebastes sp.","EJ_089","Tatoosh Cut",44255,28,2,2021
"597","21MD0134","SQUACA",20752,18.9602558245774,"Squalus acanthias","Spiny_Dogfish","EJ_089","Tatoosh Cut",44255,28,2,2021
"598","21MD0134","ONCTSH",5937,5.42439470077661,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_089","Tatoosh Cut",44255,28,2,2021
"599","21MD0134","RAJRHI",2495,2.27957971676565,"Raja rhina","Longnose_Skate","EJ_089","Tatoosh Cut",44255,28,2,2021
"600","21MD0135","SEBENT",34,10.625,"Sebastes entomelas","Widow_Rockfish","EJ_090","Tatoosh Cut",44255,28,2,2021
